"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome"
22,"admin.","single","secondary","no",372,"no","no","cellular",6,"oct",218,1,-1,0,"unknown"
48,"management","single","secondary","no",7,"no","no","cellular",4,"feb",191,1,-1,0,"unknown"
31,"technician","single","tertiary","no",387,"no","no","cellular",4,"aug",149,1,-1,0,"unknown"
48,"blue-collar","married","primary","no",231,"yes","no","unknown",9,"may",752,3,-1,0,"unknown"
57,"housemaid","married","primary","no",571,"no","no","cellular",26,"mar",181,2,-1,0,"unknown"
45,"blue-collar","married","primary","no",91,"yes","no","unknown",15,"may",239,2,-1,0,"unknown"
26,"entrepreneur","single","secondary","no",265,"yes","no","unknown",28,"may",593,1,-1,0,"unknown"
45,"management","married","tertiary","no",766,"yes","no","telephone",25,"jul",59,15,-1,0,"unknown"
29,"technician","married","secondary","no",767,"yes","no","cellular",5,"feb",253,1,-1,0,"unknown"
37,"blue-collar","married","secondary","no",208,"no","no","cellular",13,"may",466,1,-1,0,"unknown"
48,"technician","married","secondary","no",-280,"yes","yes","cellular",18,"jul",300,1,-1,0,"unknown"
41,"technician","married","tertiary","no",231,"no","no","cellular",26,"aug",428,2,-1,0,"unknown"
41,"services","divorced","secondary","no",787,"yes","no","cellular",8,"may",297,2,-1,0,"unknown"
37,"blue-collar","single","secondary","no",7622,"yes","yes","telephone",6,"may",111,1,-1,0,"unknown"
52,"management","single","tertiary","no",2290,"no","no","cellular",30,"apr",195,2,268,2,"other"
34,"blue-collar","married","secondary","no",856,"yes","no","cellular",20,"apr",470,1,150,5,"other"
33,"blue-collar","divorced","unknown","yes",-274,"yes","yes","cellular",17,"apr",715,2,329,2,"failure"
39,"blue-collar","single","secondary","no",1961,"no","no","unknown",21,"may",216,1,-1,0,"unknown"
37,"management","single","secondary","no",0,"yes","yes","cellular",2,"apr",450,2,-1,0,"unknown"
71,"retired","divorced","tertiary","no",780,"no","no","telephone",22,"apr",220,1,-1,0,"unknown"
35,"management","married","tertiary","no",86,"yes","no","cellular",19,"aug",144,3,-1,0,"unknown"
56,"management","married","tertiary","no",0,"yes","no","telephone",5,"may",259,2,-1,0,"unknown"
52,"management","married","primary","no",3343,"no","no","cellular",13,"oct",227,1,-1,0,"unknown"
53,"blue-collar","divorced","secondary","no",517,"yes","no","unknown",18,"jun",188,2,-1,0,"unknown"
28,"blue-collar","single","secondary","no",5149,"yes","no","unknown",2,"jun",232,3,-1,0,"unknown"
31,"services","single","tertiary","no",2332,"no","no","cellular",17,"feb",228,1,-1,0,"unknown"
32,"technician","single","secondary","no",7558,"yes","no","cellular",19,"nov",581,2,-1,0,"unknown"
48,"management","married","tertiary","no",1519,"no","no","cellular",25,"aug",360,5,-1,0,"unknown"
34,"services","married","primary","no",1042,"yes","no","unknown",20,"may",167,1,-1,0,"unknown"
48,"blue-collar","married","secondary","no",2008,"no","no","cellular",21,"aug",238,4,-1,0,"unknown"
76,"retired","married","tertiary","no",2991,"no","no","cellular",22,"oct",344,1,183,1,"success"
49,"blue-collar","married","secondary","no",3309,"yes","no","cellular",15,"may",349,2,-1,0,"unknown"
46,"blue-collar","married","primary","no",1429,"yes","no","unknown",14,"may",91,1,-1,0,"unknown"
45,"services","divorced","secondary","no",-28,"no","yes","cellular",30,"jan",87,1,-1,0,"unknown"
32,"admin.","single","secondary","no",1465,"no","no","telephone",30,"jan",118,5,-1,0,"unknown"
46,"services","married","secondary","no",561,"yes","no","cellular",9,"feb",84,4,256,7,"failure"
66,"retired","married","secondary","no",995,"no","no","cellular",27,"feb",131,2,-1,0,"unknown"
43,"management","married","secondary","no",445,"no","no","cellular",22,"aug",108,18,-1,0,"unknown"
36,"management","divorced","tertiary","no",133,"yes","no","unknown",9,"may",117,1,-1,0,"unknown"
49,"admin.","married","unknown","no",1101,"no","no","cellular",18,"aug",29,3,-1,0,"unknown"
45,"retired","divorced","primary","no",261,"no","no","unknown",9,"jun",123,1,-1,0,"unknown"
38,"self-employed","married","secondary","no",1029,"yes","no","cellular",4,"feb",206,3,223,1,"other"
43,"entrepreneur","married","primary","no",2315,"yes","yes","cellular",14,"may",42,1,-1,0,"unknown"
33,"technician","married","tertiary","no",565,"yes","no","cellular",8,"may",77,2,-1,0,"unknown"
31,"blue-collar","single","secondary","no",-78,"yes","yes","unknown",23,"may",198,2,-1,0,"unknown"
31,"management","single","tertiary","no",12,"yes","no","unknown",9,"may",330,4,-1,0,"unknown"
50,"technician","married","tertiary","no",3117,"no","no","unknown",9,"jun",174,1,-1,0,"unknown"
26,"student","single","tertiary","no",37,"yes","no","unknown",8,"may",108,1,-1,0,"unknown"
59,"retired","divorced","primary","no",1194,"yes","no","cellular",15,"jun",132,4,389,2,"failure"
53,"admin.","married","secondary","no",350,"no","yes","cellular",17,"nov",113,3,132,2,"failure"
29,"management","married","tertiary","no",715,"yes","no","unknown",28,"may",461,1,-1,0,"unknown"
60,"blue-collar","married","primary","no",0,"no","no","cellular",22,"aug",195,1,-1,0,"unknown"
35,"admin.","single","tertiary","no",5007,"yes","no","cellular",13,"aug",73,1,112,2,"other"
46,"technician","married","secondary","no",138,"yes","no","cellular",7,"apr",226,2,-1,0,"unknown"
53,"blue-collar","married","secondary","no",0,"no","yes","telephone",15,"jul",152,4,-1,0,"unknown"
69,"retired","married","tertiary","no",473,"no","no","cellular",7,"jul",112,1,78,1,"failure"
37,"blue-collar","married","primary","no",1160,"yes","no","unknown",9,"may",255,2,-1,0,"unknown"
39,"management","single","tertiary","no",3840,"yes","no","cellular",11,"aug",315,2,-1,0,"unknown"
31,"technician","married","secondary","no",1230,"no","no","cellular",21,"nov",7,4,-1,0,"unknown"
55,"management","married","tertiary","no",2960,"yes","no","cellular",31,"aug",81,1,98,11,"other"
35,"blue-collar","married","secondary","no",911,"yes","no","cellular",14,"may",136,2,175,7,"failure"
23,"student","single","tertiary","no",577,"no","no","cellular",27,"apr",44,3,-1,0,"unknown"
26,"services","married","secondary","no",0,"no","no","cellular",18,"jul",409,2,-1,0,"unknown"
36,"technician","married","secondary","no",331,"no","no","cellular",22,"aug",239,4,-1,0,"unknown"
23,"admin.","single","secondary","no",0,"yes","no","cellular",17,"apr",171,2,-1,0,"unknown"
48,"entrepreneur","married","tertiary","no",269,"yes","no","unknown",19,"jun",149,1,-1,0,"unknown"
35,"management","married","tertiary","no",3083,"no","no","unknown",20,"jun",274,9,-1,0,"unknown"
59,"retired","married","secondary","no",2011,"no","no","cellular",21,"nov",222,2,-1,0,"unknown"
35,"admin.","single","secondary","no",6554,"no","no","cellular",29,"jul",226,1,-1,0,"unknown"
58,"unknown","married","primary","no",7369,"no","no","telephone",4,"jun",247,2,-1,0,"unknown"
54,"entrepreneur","married","secondary","yes",401,"yes","no","cellular",11,"may",341,1,-1,0,"unknown"
38,"management","married","tertiary","no",76,"yes","no","cellular",7,"jul",196,3,-1,0,"unknown"
35,"services","single","secondary","no",-267,"yes","no","unknown",27,"may",193,1,-1,0,"unknown"
54,"technician","married","secondary","no",-777,"no","yes","cellular",12,"aug",117,2,-1,0,"unknown"
36,"management","married","tertiary","no",495,"no","no","cellular",5,"aug",157,3,97,2,"success"
31,"admin.","single","secondary","no",121,"yes","no","unknown",20,"may",187,1,-1,0,"unknown"
56,"retired","married","tertiary","no",24,"no","yes","cellular",9,"jul",44,1,-1,0,"unknown"
31,"services","married","secondary","no",288,"no","no","cellular",30,"jan",164,1,-1,0,"unknown"
40,"unemployed","single","secondary","no",75,"yes","no","unknown",29,"may",203,1,-1,0,"unknown"
35,"housemaid","married","tertiary","no",3831,"no","no","cellular",20,"nov",59,2,-1,0,"unknown"
28,"blue-collar","single","primary","no",1518,"yes","no","cellular",15,"may",204,3,359,3,"failure"
38,"technician","married","secondary","yes",9,"yes","no","unknown",9,"may",129,3,-1,0,"unknown"
31,"blue-collar","married","unknown","yes",-13,"yes","no","unknown",30,"may",176,4,-1,0,"unknown"
52,"services","divorced","secondary","no",-57,"no","no","cellular",5,"feb",140,1,-1,0,"unknown"
42,"admin.","married","unknown","no",756,"no","no","cellular",7,"may",116,3,-1,0,"unknown"
40,"blue-collar","married","primary","no",4,"no","no","unknown",20,"jun",287,9,-1,0,"unknown"
54,"management","married","tertiary","no",534,"no","no","cellular",1,"jun",177,2,-1,0,"unknown"
31,"services","married","tertiary","yes",-90,"no","yes","unknown",1,"jul",173,1,-1,0,"unknown"
53,"self-employed","single","secondary","no",731,"no","no","cellular",21,"nov",251,2,-1,0,"unknown"
34,"technician","married","secondary","no",484,"no","no","unknown",9,"may",84,4,-1,0,"unknown"
24,"student","single","secondary","no",7,"yes","no","unknown",30,"may",86,3,-1,0,"unknown"
47,"management","married","tertiary","no",33,"yes","yes","unknown",20,"jun",14,25,-1,0,"unknown"
38,"admin.","married","secondary","no",505,"yes","yes","cellular",21,"nov",119,1,157,2,"failure"
34,"technician","married","secondary","no",1,"no","yes","unknown",25,"jun",53,1,-1,0,"unknown"
33,"blue-collar","married","secondary","no",217,"yes","no","unknown",15,"may",561,1,-1,0,"unknown"
45,"management","married","tertiary","no",31472,"no","no","cellular",19,"jul",568,7,-1,0,"unknown"
67,"retired","married","primary","no",2301,"no","no","cellular",16,"apr",124,1,-1,0,"unknown"
51,"management","married","tertiary","no",-20,"no","no","cellular",19,"nov",139,3,-1,0,"unknown"
28,"blue-collar","single","secondary","no",67,"no","no","cellular",3,"feb",20,5,-1,0,"unknown"
34,"unemployed","single","secondary","no",1586,"no","no","cellular",5,"feb",355,2,-1,0,"unknown"
54,"housemaid","married","secondary","no",209,"yes","yes","cellular",25,"jul",97,1,-1,0,"unknown"
58,"blue-collar","married","secondary","no",1298,"yes","no","unknown",29,"may",516,4,-1,0,"unknown"
28,"admin.","single","secondary","no",1143,"yes","yes","unknown",4,"jul",260,3,-1,0,"unknown"
46,"blue-collar","married","secondary","no",853,"no","no","cellular",11,"jul",1187,3,-1,0,"unknown"
52,"blue-collar","married","secondary","no",1405,"no","yes","cellular",17,"jul",753,2,-1,0,"unknown"
38,"services","married","secondary","no",-361,"yes","no","telephone",31,"jul",37,33,-1,0,"unknown"
31,"self-employed","married","tertiary","no",322,"yes","no","unknown",8,"may",159,1,-1,0,"unknown"
62,"retired","married","primary","no",1084,"no","no","cellular",14,"apr",505,1,-1,0,"unknown"
54,"technician","married","secondary","no",1299,"yes","no","cellular",25,"may",104,1,-1,0,"unknown"
25,"management","single","tertiary","no",3902,"no","no","cellular",23,"sep",856,1,-1,0,"unknown"
46,"management","single","tertiary","no",2987,"yes","no","cellular",16,"jul",318,1,-1,0,"unknown"
32,"services","married","secondary","no",859,"yes","no","unknown",9,"aug",39,1,-1,0,"unknown"
41,"blue-collar","married","primary","no",389,"yes","no","unknown",16,"jun",87,6,-1,0,"unknown"
44,"housemaid","married","primary","no",71,"yes","no","cellular",11,"jul",251,2,-1,0,"unknown"
46,"blue-collar","married","secondary","no",209,"yes","no","cellular",22,"jul",126,4,-1,0,"unknown"
48,"blue-collar","married","unknown","no",100,"yes","no","unknown",29,"may",206,1,-1,0,"unknown"
56,"management","divorced","tertiary","no",1263,"yes","no","cellular",13,"may",155,1,-1,0,"unknown"
54,"self-employed","divorced","primary","no",351,"yes","no","unknown",6,"jun",642,2,-1,0,"unknown"
24,"technician","single","secondary","no",1371,"yes","yes","cellular",7,"may",166,2,-1,0,"unknown"
55,"blue-collar","married","secondary","no",660,"no","no","unknown",5,"jun",348,1,-1,0,"unknown"
54,"admin.","married","secondary","no",1633,"no","no","cellular",3,"jul",409,2,-1,0,"unknown"
29,"management","married","tertiary","no",760,"no","yes","cellular",17,"apr",82,2,-1,0,"unknown"
52,"technician","married","unknown","no",562,"no","no","unknown",17,"jun",187,1,-1,0,"unknown"
47,"technician","married","secondary","no",-401,"yes","no","unknown",23,"may",78,1,-1,0,"unknown"
21,"technician","single","tertiary","no",61,"no","yes","cellular",8,"jul",141,1,-1,0,"unknown"
32,"management","married","tertiary","no",6059,"yes","no","cellular",20,"nov",110,2,-1,0,"unknown"
38,"admin.","married","secondary","no",755,"yes","no","cellular",25,"may",531,1,97,1,"success"
66,"management","single","tertiary","no",6483,"no","no","cellular",13,"aug",275,1,-1,0,"unknown"
53,"retired","married","secondary","no",38,"yes","no","cellular",17,"nov",89,1,-1,0,"unknown"
71,"retired","married","secondary","no",5715,"no","no","cellular",17,"nov",747,2,-1,0,"unknown"
27,"services","single","secondary","no",343,"yes","no","cellular",20,"apr",282,2,320,1,"other"
50,"housemaid","divorced","secondary","no",0,"no","no","telephone",13,"aug",43,1,105,2,"failure"
37,"blue-collar","married","secondary","no",3574,"yes","no","unknown",6,"jun",117,1,-1,0,"unknown"
77,"retired","married","secondary","no",820,"no","no","telephone",21,"oct",330,2,181,4,"success"
35,"admin.","single","tertiary","no",4233,"no","no","cellular",13,"aug",135,2,-1,0,"unknown"
34,"admin.","married","secondary","no",4902,"yes","no","cellular",6,"may",59,1,167,1,"failure"
63,"retired","married","unknown","no",2193,"no","no","telephone",21,"apr",1348,4,-1,0,"unknown"
52,"management","married","secondary","no",2216,"yes","yes","cellular",14,"may",161,1,332,8,"failure"
33,"technician","divorced","primary","no",20,"yes","no","unknown",15,"may",172,4,-1,0,"unknown"
34,"blue-collar","single","secondary","no",1848,"yes","no","unknown",5,"jun",131,10,-1,0,"unknown"
39,"management","married","tertiary","no",5495,"yes","no","cellular",19,"aug",391,6,-1,0,"unknown"
31,"services","single","secondary","no",203,"yes","no","unknown",29,"may",442,3,-1,0,"unknown"
30,"technician","married","secondary","no",-280,"yes","no","cellular",17,"apr",609,2,266,2,"failure"
30,"management","single","tertiary","no",398,"no","no","cellular",24,"apr",235,2,-1,0,"unknown"
37,"management","single","secondary","no",24,"yes","yes","cellular",11,"aug",232,4,-1,0,"unknown"
54,"services","married","primary","no",1059,"no","no","cellular",7,"aug",147,3,-1,0,"unknown"
56,"blue-collar","married","primary","no",8318,"yes","no","unknown",16,"may",428,2,-1,0,"unknown"
56,"services","married","secondary","no",1860,"yes","no","unknown",20,"jun",129,5,-1,0,"unknown"
40,"retired","married","primary","no",-407,"yes","no","cellular",18,"jul",905,3,-1,0,"unknown"
34,"management","married","tertiary","no",0,"no","no","cellular",22,"apr",176,1,-1,0,"unknown"
31,"technician","married","secondary","no",297,"no","no","cellular",19,"aug",551,4,-1,0,"unknown"
41,"services","divorced","primary","no",308,"no","no","cellular",31,"jul",73,1,-1,0,"unknown"
31,"blue-collar","single","secondary","no",397,"yes","no","telephone",13,"may",134,1,350,7,"failure"
30,"self-employed","married","secondary","no",8563,"yes","no","cellular",12,"may",109,1,351,4,"other"
43,"blue-collar","married","secondary","no",470,"yes","yes","unknown",26,"may",185,1,-1,0,"unknown"
37,"admin.","single","secondary","no",0,"yes","yes","cellular",3,"sep",144,2,463,6,"failure"
58,"housemaid","married","primary","no",11,"yes","no","unknown",20,"may",90,1,-1,0,"unknown"
39,"services","married","secondary","no",1367,"yes","no","unknown",9,"jun",53,4,-1,0,"unknown"
39,"management","single","tertiary","no",26,"yes","yes","cellular",21,"nov",52,1,179,4,"failure"
33,"blue-collar","married","secondary","no",86,"yes","no","unknown",19,"may",364,1,-1,0,"unknown"
49,"technician","divorced","tertiary","no",596,"yes","no","telephone",15,"sep",722,1,-1,0,"unknown"
28,"blue-collar","married","secondary","no",0,"yes","no","unknown",8,"may",459,2,-1,0,"unknown"
43,"management","married","tertiary","no",-127,"no","no","cellular",6,"aug",400,2,-1,0,"unknown"
36,"management","married","tertiary","no",0,"no","no","cellular",12,"aug",243,3,-1,0,"unknown"
51,"admin.","married","secondary","no",227,"no","no","cellular",5,"aug",231,1,-1,0,"unknown"
34,"admin.","married","secondary","no",50,"yes","no","cellular",2,"feb",173,1,258,2,"failure"
23,"admin.","married","tertiary","no",2,"yes","no","unknown",16,"may",140,1,-1,0,"unknown"
30,"blue-collar","married","primary","no",2929,"yes","no","cellular",21,"nov",432,2,184,1,"other"
45,"management","married","tertiary","no",3857,"yes","no","cellular",2,"feb",195,1,-1,0,"unknown"
59,"entrepreneur","married","tertiary","no",-820,"no","no","unknown",8,"may",43,2,-1,0,"unknown"
59,"blue-collar","married","secondary","no",681,"yes","no","telephone",14,"apr",427,2,-1,0,"unknown"
60,"retired","married","tertiary","no",6684,"yes","yes","cellular",5,"feb",173,1,-1,0,"unknown"
30,"management","single","tertiary","no",9634,"no","no","cellular",12,"aug",781,5,-1,0,"unknown"
26,"blue-collar","single","secondary","no",658,"no","yes","telephone",23,"jul",34,4,-1,0,"unknown"
44,"services","married","secondary","no",646,"yes","no","unknown",3,"jun",183,4,-1,0,"unknown"
36,"technician","married","tertiary","no",3043,"yes","no","cellular",9,"jul",254,1,-1,0,"unknown"
55,"unemployed","married","secondary","no",4733,"yes","no","cellular",19,"nov",70,1,174,2,"other"
60,"technician","single","primary","no",11262,"no","no","cellular",26,"aug",323,1,-1,0,"unknown"
37,"management","single","tertiary","no",1339,"yes","no","cellular",13,"may",96,6,173,4,"other"
36,"blue-collar","married","primary","no",59,"yes","no","cellular",6,"may",225,2,-1,0,"unknown"
34,"management","married","tertiary","no",676,"no","no","cellular",7,"may",156,1,177,1,"success"
27,"technician","single","secondary","no",0,"yes","no","cellular",6,"may",176,1,-1,0,"unknown"
31,"admin.","married","secondary","no",774,"yes","yes","cellular",21,"jul",93,1,-1,0,"unknown"
37,"admin.","single","secondary","no",310,"no","yes","cellular",6,"feb",179,1,-1,0,"unknown"
45,"blue-collar","married","secondary","no",162,"no","no","cellular",8,"aug",130,2,-1,0,"unknown"
31,"technician","single","tertiary","no",-564,"yes","yes","cellular",28,"aug",49,15,-1,0,"unknown"
40,"self-employed","single","tertiary","no",265,"no","no","cellular",5,"feb",121,3,-1,0,"unknown"
45,"management","married","tertiary","no",409,"no","no","unknown",11,"jun",144,1,-1,0,"unknown"
37,"technician","married","tertiary","no",8730,"yes","no","unknown",6,"may",149,1,-1,0,"unknown"
54,"management","married","tertiary","no",0,"yes","no","cellular",24,"jul",140,2,-1,0,"unknown"
27,"management","single","tertiary","no",2061,"yes","no","unknown",30,"may",72,3,-1,0,"unknown"
35,"management","single","tertiary","no",331,"yes","no","cellular",18,"may",30,5,-1,0,"unknown"
32,"management","married","tertiary","no",124,"no","no","unknown",27,"may",193,1,-1,0,"unknown"
28,"services","married","secondary","no",4,"yes","no","unknown",27,"jun",133,5,-1,0,"unknown"
26,"management","single","tertiary","no",592,"no","no","telephone",29,"jan",145,2,164,1,"other"
51,"management","married","tertiary","no",94,"yes","no","cellular",19,"nov",281,3,-1,0,"unknown"
26,"technician","single","secondary","no",181,"no","no","cellular",20,"apr",158,2,-1,0,"unknown"
57,"housemaid","divorced","primary","no",1198,"no","no","cellular",13,"aug",146,1,-1,0,"unknown"
28,"student","single","tertiary","no",0,"no","no","cellular",28,"sep",294,2,105,7,"other"
30,"admin.","married","secondary","no",0,"no","no","cellular",15,"oct",86,1,140,3,"failure"
39,"services","married","secondary","no",1442,"no","no","cellular",22,"apr",70,3,-1,0,"unknown"
39,"management","single","tertiary","no",139,"no","no","cellular",22,"aug",109,2,-1,0,"unknown"
23,"technician","single","secondary","no",283,"yes","no","cellular",22,"sep",175,1,184,2,"success"
53,"management","single","tertiary","no",0,"no","no","unknown",20,"jun",94,7,-1,0,"unknown"
60,"self-employed","single","tertiary","no",179,"no","yes","cellular",29,"jul",79,4,-1,0,"unknown"
46,"blue-collar","married","secondary","no",84,"yes","no","unknown",15,"may",49,1,-1,0,"unknown"
60,"management","married","tertiary","no",36,"yes","no","unknown",16,"may",194,3,-1,0,"unknown"
59,"retired","married","primary","no",0,"yes","no","unknown",26,"may",104,7,-1,0,"unknown"
53,"admin.","single","primary","no",0,"yes","no","cellular",17,"jul",155,6,-1,0,"unknown"
27,"blue-collar","single","secondary","no",535,"no","no","cellular",13,"may",159,1,87,3,"success"
32,"blue-collar","married","primary","yes",-148,"yes","no","cellular",4,"may",326,3,357,15,"other"
44,"technician","married","tertiary","no",1818,"yes","yes","cellular",12,"aug",120,1,104,1,"failure"
42,"services","married","secondary","no",0,"yes","no","cellular",13,"may",116,4,-1,0,"unknown"
32,"technician","single","secondary","no",230,"yes","no","cellular",25,"aug",256,8,-1,0,"unknown"
36,"management","single","secondary","no",992,"no","no","unknown",6,"jun",351,1,-1,0,"unknown"
29,"admin.","married","secondary","no",1489,"yes","no","cellular",20,"apr",399,1,-1,0,"unknown"
39,"blue-collar","married","unknown","no",2952,"yes","no","unknown",12,"jun",307,2,-1,0,"unknown"
34,"blue-collar","single","secondary","no",47,"yes","no","cellular",18,"nov",810,2,-1,0,"unknown"
42,"blue-collar","married","unknown","no",1123,"yes","no","unknown",29,"may",105,3,-1,0,"unknown"
53,"admin.","married","secondary","no",4464,"yes","no","unknown",14,"may",162,3,-1,0,"unknown"
48,"self-employed","married","secondary","no",1559,"no","no","cellular",13,"aug",344,1,190,2,"failure"
29,"admin.","single","secondary","no",1,"no","no","telephone",9,"jul",372,1,-1,0,"unknown"
36,"management","divorced","tertiary","no",2397,"no","no","cellular",25,"aug",93,9,-1,0,"unknown"
26,"admin.","single","secondary","no",0,"yes","no","cellular",8,"may",339,1,66,3,"other"
45,"management","single","tertiary","no",1269,"no","no","unknown",20,"jun",55,7,-1,0,"unknown"
44,"admin.","divorced","tertiary","no",994,"yes","no","cellular",13,"may",420,3,-1,0,"unknown"
50,"management","divorced","secondary","no",1716,"yes","no","unknown",6,"may",82,1,-1,0,"unknown"
31,"blue-collar","single","unknown","no",6281,"no","no","cellular",22,"oct",257,1,128,3,"other"
48,"services","married","secondary","no",2877,"yes","no","unknown",3,"jun",157,1,-1,0,"unknown"
60,"housemaid","divorced","secondary","no",2063,"no","no","cellular",21,"aug",54,5,86,3,"failure"
54,"blue-collar","divorced","primary","no",0,"yes","no","cellular",21,"nov",219,2,-1,0,"unknown"
47,"management","divorced","tertiary","no",-49,"yes","no","cellular",13,"may",14,6,327,23,"failure"
33,"management","married","tertiary","no",0,"no","no","cellular",21,"aug",102,2,-1,0,"unknown"
54,"technician","married","unknown","no",0,"no","no","cellular",30,"jan",491,1,-1,0,"unknown"
35,"management","divorced","tertiary","no",178,"yes","no","unknown",23,"may",703,2,-1,0,"unknown"
52,"unemployed","married","secondary","no",94,"no","no","cellular",30,"apr",244,1,-1,0,"unknown"
25,"admin.","married","secondary","no",142,"yes","no","cellular",8,"jul",312,2,-1,0,"unknown"
26,"student","single","tertiary","no",251,"yes","no","cellular",18,"may",12,5,-1,0,"unknown"
36,"technician","married","tertiary","no",341,"no","no","cellular",13,"aug",282,1,-1,0,"unknown"
54,"technician","married","secondary","no",6,"yes","no","cellular",7,"may",109,1,367,1,"failure"
38,"housemaid","married","primary","yes",0,"no","no","cellular",25,"jul",267,1,-1,0,"unknown"
30,"admin.","single","secondary","no",255,"no","no","cellular",27,"jan",143,1,-1,0,"unknown"
32,"technician","single","secondary","no",283,"yes","no","cellular",29,"jan",71,1,-1,0,"unknown"
52,"admin.","divorced","secondary","no",774,"no","no","cellular",4,"feb",79,1,-1,0,"unknown"
37,"unemployed","single","primary","no",1241,"no","no","unknown",9,"jun",60,2,-1,0,"unknown"
40,"blue-collar","married","unknown","no",87,"yes","no","cellular",13,"may",477,3,-1,0,"unknown"
27,"student","single","secondary","no",1566,"no","no","cellular",30,"jan",164,5,-1,0,"unknown"
48,"entrepreneur","divorced","tertiary","no",0,"yes","yes","unknown",20,"jun",139,1,-1,0,"unknown"
37,"blue-collar","divorced","secondary","no",-271,"yes","no","unknown",9,"may",172,1,-1,0,"unknown"
27,"unemployed","single","primary","no",1088,"no","no","cellular",3,"feb",201,1,-1,0,"unknown"
60,"housemaid","married","primary","no",726,"no","yes","cellular",30,"jul",94,5,-1,0,"unknown"
48,"blue-collar","married","primary","no",72,"yes","no","unknown",6,"jun",114,5,-1,0,"unknown"
35,"technician","divorced","secondary","no",82,"no","no","cellular",19,"aug",152,3,-1,0,"unknown"
53,"self-employed","married","secondary","no",1066,"yes","no","cellular",7,"may",57,2,170,4,"failure"
45,"admin.","married","secondary","no",638,"yes","no","cellular",20,"aug",75,9,-1,0,"unknown"
56,"management","married","tertiary","no",424,"yes","yes","cellular",20,"nov",113,5,-1,0,"unknown"
30,"student","single","unknown","no",-145,"no","yes","cellular",8,"jul",154,1,-1,0,"unknown"
39,"technician","married","tertiary","no",-276,"no","yes","cellular",11,"aug",121,4,-1,0,"unknown"
31,"management","married","tertiary","no",-6,"no","no","cellular",28,"aug",198,6,-1,0,"unknown"
29,"management","married","tertiary","no",250,"yes","no","cellular",31,"mar",371,2,257,1,"other"
26,"technician","single","tertiary","no",468,"yes","no","cellular",14,"may",221,2,364,1,"failure"
34,"technician","married","secondary","no",260,"yes","no","cellular",17,"apr",20,2,238,2,"failure"
43,"entrepreneur","married","unknown","no",100,"yes","no","unknown",5,"may",702,1,-1,0,"unknown"
59,"housemaid","married","secondary","no",0,"no","no","telephone",27,"oct",376,1,81,3,"failure"
45,"unknown","married","secondary","no",2119,"no","no","cellular",19,"aug",120,15,-1,0,"unknown"
32,"technician","single","tertiary","no",1855,"no","no","cellular",15,"sep",126,2,134,1,"other"
53,"blue-collar","single","primary","no",354,"yes","no","unknown",17,"jun",96,2,-1,0,"unknown"
35,"admin.","married","tertiary","no",957,"yes","no","cellular",26,"mar",263,4,667,4,"failure"
52,"entrepreneur","married","unknown","no",0,"yes","no","unknown",13,"may",165,2,-1,0,"unknown"
36,"services","single","secondary","no",9713,"yes","no","unknown",27,"may",72,3,-1,0,"unknown"
29,"technician","married","secondary","no",23,"yes","no","cellular",2,"jun",163,1,55,2,"failure"
36,"management","single","tertiary","no",553,"no","no","cellular",11,"aug",106,2,-1,0,"unknown"
55,"entrepreneur","married","tertiary","no",3459,"yes","yes","cellular",20,"nov",88,2,112,3,"other"
23,"student","single","secondary","no",4409,"yes","no","unknown",4,"jun",299,1,-1,0,"unknown"
31,"technician","married","secondary","no",522,"yes","yes","cellular",27,"aug",308,4,-1,0,"unknown"
31,"admin.","single","tertiary","no",701,"yes","no","unknown",23,"may",301,2,-1,0,"unknown"
49,"services","married","secondary","no",7019,"yes","no","cellular",2,"jun",263,1,368,3,"failure"
54,"retired","married","secondary","no",1139,"yes","no","cellular",14,"may",155,1,177,7,"failure"
44,"technician","married","secondary","no",0,"no","yes","cellular",4,"feb",351,2,-1,0,"unknown"
43,"services","married","secondary","no",978,"yes","yes","unknown",26,"may",82,2,-1,0,"unknown"
36,"services","divorced","secondary","no",82,"yes","no","cellular",10,"jul",226,1,-1,0,"unknown"
54,"blue-collar","married","primary","no",2281,"yes","no","unknown",20,"jun",158,1,-1,0,"unknown"
31,"management","married","tertiary","no",1839,"yes","no","cellular",29,"jul",109,8,-1,0,"unknown"
38,"blue-collar","married","secondary","no",757,"yes","no","unknown",6,"may",133,1,-1,0,"unknown"
47,"technician","married","secondary","no",644,"no","no","telephone",21,"aug",169,13,-1,0,"unknown"
39,"housemaid","married","secondary","no",953,"no","no","cellular",30,"jan",23,6,232,3,"other"
29,"technician","married","tertiary","no",1489,"yes","no","unknown",28,"may",430,1,-1,0,"unknown"
35,"admin.","single","secondary","no",0,"no","yes","cellular",7,"jul",480,1,-1,0,"unknown"
31,"blue-collar","married","secondary","no",492,"yes","no","cellular",6,"feb",99,1,-1,0,"unknown"
56,"management","married","unknown","no",0,"no","no","cellular",24,"jul",54,29,-1,0,"unknown"
59,"services","married","secondary","no",-22,"yes","no","unknown",26,"may",748,3,-1,0,"unknown"
52,"admin.","married","secondary","no",32,"no","yes","cellular",9,"jul",103,1,-1,0,"unknown"
47,"admin.","married","tertiary","no",12276,"no","no","unknown",20,"jun",77,5,-1,0,"unknown"
36,"services","single","secondary","no",774,"yes","no","unknown",20,"may",140,1,-1,0,"unknown"
