"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
39,"technician","single","tertiary","no",0,"no","no","cellular",21,"aug",121,2,-1,0,"unknown","no"
29,"blue-collar","married","secondary","no",2,"yes","yes","unknown",26,"may",171,1,-1,0,"unknown","no"
27,"blue-collar","married","primary","no",108,"yes","no","telephone",28,"jul",57,2,-1,0,"unknown","no"
43,"admin.","single","unknown","no",682,"no","no","unknown",19,"jun",156,6,-1,0,"unknown","no"
31,"management","single","tertiary","no",4247,"no","no","cellular",18,"aug",131,3,-1,0,"unknown","no"
31,"technician","married","tertiary","no",2166,"no","no","cellular",13,"jul",577,6,182,2,"success","yes"
37,"technician","married","tertiary","no",0,"yes","yes","cellular",23,"jul",155,2,-1,0,"unknown","no"
43,"management","single","tertiary","no",946,"no","no","telephone",28,"aug",40,1,-1,0,"unknown","no"
53,"management","divorced","tertiary","no",2245,"no","no","cellular",24,"mar",125,2,-1,0,"unknown","no"
35,"blue-collar","single","secondary","no",5,"no","no","unknown",19,"may",268,3,-1,0,"unknown","no"
45,"admin.","married","secondary","no",6971,"no","no","cellular",22,"may",119,1,-1,0,"unknown","no"
50,"admin.","single","primary","no",181,"yes","no","cellular",15,"may",119,4,372,3,"failure","no"
29,"admin.","single","secondary","no",405,"yes","no","cellular",15,"may",84,1,345,1,"other","no"
31,"management","single","tertiary","no",354,"no","no","cellular",30,"apr",502,1,9,2,"success","yes"
55,"retired","married","secondary","no",0,"no","yes","unknown",5,"may",136,1,-1,0,"unknown","no"
21,"technician","single","unknown","no",360,"no","no","cellular",26,"may",131,2,-1,0,"unknown","yes"
42,"management","divorced","secondary","no",283,"yes","no","cellular",23,"jul",761,1,-1,0,"unknown","yes"
35,"management","married","tertiary","no",1100,"no","yes","cellular",29,"jan",127,2,-1,0,"unknown","no"
52,"services","divorced","secondary","no",2455,"no","no","telephone",21,"nov",76,1,119,1,"failure","no"
59,"retired","divorced","tertiary","no",381,"yes","no","unknown",8,"may",422,4,-1,0,"unknown","no"
55,"admin.","married","secondary","no",602,"no","no","cellular",7,"sep",350,1,98,5,"success","yes"
51,"blue-collar","divorced","primary","no",837,"no","no","telephone",30,"jul",41,2,-1,0,"unknown","no"
55,"services","married","secondary","no",617,"yes","no","cellular",20,"apr",529,3,-1,0,"unknown","no"
27,"admin.","single","secondary","no",255,"no","no","cellular",12,"feb",123,1,182,4,"success","no"
29,"technician","married","unknown","no",2,"no","no","cellular",15,"jul",65,3,-1,0,"unknown","no"
56,"blue-collar","married","primary","no",770,"yes","no","unknown",20,"jun",59,3,-1,0,"unknown","no"
45,"blue-collar","married","unknown","no",1529,"yes","no","cellular",13,"nov",181,1,197,1,"success","yes"
38,"admin.","single","secondary","no",435,"no","no","unknown",19,"jun",117,2,-1,0,"unknown","no"
49,"blue-collar","married","primary","no",397,"no","no","cellular",22,"aug",263,1,-1,0,"unknown","no"
46,"housemaid","divorced","primary","no",41,"no","no","cellular",11,"aug",100,2,-1,0,"unknown","no"
29,"unemployed","single","primary","no",1027,"no","no","cellular",28,"jan",451,3,-1,0,"unknown","no"
46,"management","married","tertiary","no",4301,"yes","yes","unknown",19,"may",134,2,-1,0,"unknown","no"
38,"unemployed","single","secondary","no",7159,"no","no","telephone",30,"jul",285,2,-1,0,"unknown","no"
49,"entrepreneur","married","tertiary","no",384,"no","no","unknown",11,"jun",64,1,-1,0,"unknown","no"
37,"technician","married","secondary","no",0,"yes","no","unknown",23,"may",412,6,-1,0,"unknown","no"
57,"blue-collar","married","primary","no",162,"yes","no","unknown",6,"may",155,2,-1,0,"unknown","no"
23,"blue-collar","single","primary","no",2594,"yes","no","unknown",13,"may",193,1,-1,0,"unknown","no"
62,"unknown","married","secondary","no",367,"no","no","telephone",7,"sep",221,1,189,5,"failure","no"
35,"management","divorced","tertiary","no",153,"no","no","cellular",9,"jul",593,2,-1,0,"unknown","no"
44,"technician","married","secondary","no",7876,"yes","no","cellular",20,"nov",212,1,101,2,"failure","no"
47,"management","married","tertiary","no",2716,"no","no","unknown",23,"jun",339,4,-1,0,"unknown","no"
46,"unemployed","single","secondary","no",836,"no","no","cellular",18,"nov",95,1,-1,0,"unknown","no"
32,"unemployed","single","secondary","no",747,"yes","no","cellular",8,"may",130,2,-1,0,"unknown","no"
41,"technician","divorced","secondary","no",4047,"yes","no","cellular",18,"feb",343,1,-1,0,"unknown","yes"
80,"retired","married","secondary","no",462,"no","no","cellular",7,"dec",127,2,-1,0,"unknown","no"
43,"management","married","tertiary","no",-391,"yes","no","cellular",28,"jul",193,8,-1,0,"unknown","no"
41,"admin.","married","secondary","no",1327,"yes","yes","cellular",18,"nov",425,2,176,2,"failure","no"
53,"technician","married","secondary","no",2818,"yes","no","cellular",16,"jul",350,7,-1,0,"unknown","no"
27,"admin.","single","secondary","no",1123,"no","no","cellular",17,"aug",75,1,-1,0,"unknown","no"
66,"retired","married","unknown","no",2540,"no","no","telephone",10,"dec",441,2,156,1,"other","yes"
32,"blue-collar","single","secondary","no",8859,"yes","no","cellular",20,"nov",252,1,-1,0,"unknown","no"
56,"admin.","single","secondary","no",-273,"no","no","cellular",8,"jul",119,2,-1,0,"unknown","no"
46,"housemaid","single","tertiary","no",3232,"no","no","telephone",15,"jun",94,2,-1,0,"unknown","no"
60,"blue-collar","married","unknown","no",104,"yes","no","unknown",5,"may",22,1,-1,0,"unknown","no"
35,"services","married","primary","no",14,"no","yes","cellular",31,"jul",151,8,-1,0,"unknown","no"
39,"services","married","secondary","no",18,"yes","yes","cellular",20,"apr",155,1,154,2,"failure","no"
51,"blue-collar","married","secondary","no",224,"yes","yes","cellular",28,"jul",231,5,-1,0,"unknown","no"
52,"blue-collar","married","primary","no",17,"yes","no","unknown",29,"may",30,2,-1,0,"unknown","no"
41,"management","married","tertiary","no",527,"no","no","cellular",22,"aug",96,1,-1,0,"unknown","no"
33,"management","married","secondary","no",588,"yes","no","cellular",18,"may",11,5,-1,0,"unknown","no"
36,"admin.","single","tertiary","no",980,"no","no","cellular",1,"feb",343,2,95,2,"failure","no"
47,"blue-collar","married","secondary","no",0,"yes","no","cellular",9,"feb",168,4,180,2,"other","no"
44,"management","married","tertiary","no",3665,"no","no","cellular",17,"mar",325,1,-1,0,"unknown","no"
40,"management","married","tertiary","no",9221,"no","no","cellular",4,"aug",252,1,-1,0,"unknown","no"
30,"student","single","tertiary","no",34,"yes","no","unknown",6,"may",289,1,-1,0,"unknown","no"
52,"blue-collar","married","primary","no",134,"yes","no","cellular",24,"jul",81,3,-1,0,"unknown","no"
36,"technician","married","secondary","no",377,"yes","yes","cellular",19,"nov",135,1,-1,0,"unknown","no"
45,"management","married","primary","no",321,"yes","no","cellular",30,"jul",918,4,-1,0,"unknown","no"
55,"blue-collar","married","secondary","no",196,"no","no","cellular",21,"aug",81,1,-1,0,"unknown","yes"
27,"unemployed","single","secondary","no",0,"yes","no","cellular",21,"jul",53,6,-1,0,"unknown","no"
30,"management","married","tertiary","no",1390,"no","no","cellular",20,"aug",552,4,-1,0,"unknown","no"
55,"entrepreneur","married","secondary","no",8104,"no","no","cellular",6,"feb",213,2,-1,0,"unknown","no"
37,"technician","married","secondary","no",1120,"yes","no","unknown",30,"may",103,5,-1,0,"unknown","no"
31,"services","married","secondary","no",640,"yes","no","cellular",14,"may",411,2,-1,0,"unknown","no"
43,"self-employed","married","tertiary","no",64,"no","no","unknown",6,"jun",230,2,-1,0,"unknown","no"
31,"services","married","secondary","yes",29,"no","no","cellular",21,"nov",240,3,-1,0,"unknown","no"
38,"admin.","single","unknown","no",446,"yes","no","unknown",13,"may",386,1,-1,0,"unknown","no"
53,"retired","married","tertiary","no",7132,"no","no","cellular",13,"aug",88,2,-1,0,"unknown","no"
48,"admin.","married","secondary","no",50,"no","yes","cellular",21,"oct",419,1,-1,0,"unknown","yes"
31,"technician","single","tertiary","no",-749,"yes","yes","cellular",29,"jul",82,4,-1,0,"unknown","no"
36,"unemployed","single","secondary","no",851,"no","no","cellular",2,"jun",368,2,-1,0,"unknown","no"
36,"services","married","primary","no",179,"no","no","unknown",9,"jun",411,1,-1,0,"unknown","no"
46,"management","married","unknown","no",2466,"no","no","telephone",1,"apr",216,3,370,1,"failure","yes"
60,"retired","married","secondary","no",4820,"no","no","unknown",5,"jun",419,1,-1,0,"unknown","no"
55,"entrepreneur","divorced","tertiary","no",372,"yes","no","cellular",19,"nov",225,5,-1,0,"unknown","no"
32,"services","single","secondary","no",6983,"no","no","cellular",7,"aug",255,1,-1,0,"unknown","yes"
30,"services","single","secondary","no",1649,"yes","no","unknown",23,"may",206,1,-1,0,"unknown","no"
39,"technician","married","secondary","no",10685,"yes","no","cellular",25,"jul",1369,9,-1,0,"unknown","yes"
46,"services","married","secondary","no",1757,"yes","no","unknown",14,"may",380,4,-1,0,"unknown","no"
31,"management","married","tertiary","no",3739,"no","no","cellular",11,"aug",117,3,-1,0,"unknown","no"
38,"blue-collar","married","secondary","no",0,"no","no","unknown",6,"jun",361,1,-1,0,"unknown","no"
39,"management","single","tertiary","no",889,"no","no","cellular",20,"nov",78,2,185,4,"failure","no"
52,"self-employed","married","primary","no",1750,"no","yes","unknown",20,"jun",39,5,-1,0,"unknown","no"
27,"housemaid","married","secondary","no",4848,"yes","yes","telephone",23,"jul",82,3,-1,0,"unknown","no"
53,"blue-collar","married","primary","no",4143,"no","no","cellular",15,"jul",200,3,-1,0,"unknown","no"
41,"blue-collar","single","secondary","no",277,"yes","no","unknown",7,"may",2177,4,-1,0,"unknown","no"
33,"services","married","secondary","no",4434,"yes","no","unknown",20,"may",265,1,-1,0,"unknown","no"
51,"blue-collar","married","secondary","no",814,"yes","no","cellular",14,"may",17,8,-1,0,"unknown","no"
31,"technician","single","secondary","no",2544,"no","no","cellular",15,"jul",252,1,184,3,"success","yes"
39,"technician","divorced","secondary","no",1333,"yes","yes","cellular",29,"jan",585,2,246,1,"failure","no"
24,"blue-collar","married","primary","no",933,"yes","no","unknown",28,"may",62,3,-1,0,"unknown","no"
39,"blue-collar","married","primary","no",2615,"yes","no","unknown",3,"jun",88,6,-1,0,"unknown","no"
55,"technician","married","secondary","no",445,"no","no","cellular",4,"aug",99,2,-1,0,"unknown","no"
57,"management","married","tertiary","no",320,"no","no","cellular",7,"aug",76,2,-1,0,"unknown","no"
58,"housemaid","married","primary","no",0,"no","no","cellular",3,"jun",334,3,79,3,"other","no"
47,"technician","divorced","secondary","no",157,"yes","no","cellular",25,"aug",163,8,-1,0,"unknown","no"
52,"technician","married","tertiary","no",0,"no","no","cellular",28,"aug",84,15,-1,0,"unknown","no"
40,"admin.","married","secondary","no",947,"no","no","unknown",6,"jun",160,1,-1,0,"unknown","no"
38,"admin.","divorced","secondary","no",407,"yes","yes","cellular",18,"feb",146,1,183,1,"failure","no"
56,"blue-collar","married","secondary","no",385,"no","no","cellular",20,"aug",210,3,-1,0,"unknown","no"
40,"technician","married","secondary","no",170,"no","no","cellular",28,"aug",12,24,-1,0,"unknown","no"
46,"blue-collar","married","secondary","no",2485,"yes","no","unknown",13,"may",174,4,-1,0,"unknown","no"
39,"services","married","secondary","no",304,"yes","yes","unknown",9,"may",323,1,-1,0,"unknown","no"
33,"blue-collar","married","primary","no",463,"yes","no","unknown",23,"may",230,1,-1,0,"unknown","no"
52,"technician","married","secondary","no",989,"no","no","cellular",11,"aug",356,1,-1,0,"unknown","no"
34,"admin.","married","secondary","no",-142,"yes","no","cellular",3,"feb",107,3,-1,0,"unknown","no"
52,"services","married","unknown","no",482,"yes","yes","cellular",28,"jul",83,7,-1,0,"unknown","no"
34,"entrepreneur","single","tertiary","no",1068,"yes","no","cellular",18,"may",46,6,378,2,"failure","no"
50,"admin.","married","secondary","no",2695,"no","no","cellular",17,"may",312,2,159,2,"other","no"
47,"technician","married","secondary","no",1233,"yes","no","unknown",11,"sep",91,1,100,2,"other","yes"
30,"blue-collar","single","secondary","no",148,"no","no","cellular",2,"apr",206,1,-1,0,"unknown","no"
60,"housemaid","married","primary","no",1163,"no","no","cellular",30,"apr",470,8,-1,0,"unknown","yes"
33,"services","married","tertiary","no",1349,"yes","no","unknown",21,"may",120,1,-1,0,"unknown","no"
59,"technician","married","secondary","no",116,"no","no","cellular",12,"aug",398,4,422,3,"failure","yes"
38,"management","divorced","tertiary","no",349,"yes","no","cellular",11,"jul",151,2,-1,0,"unknown","no"
45,"services","married","secondary","no",972,"yes","no","cellular",8,"may",343,1,282,3,"failure","no"
36,"technician","married","secondary","no",5902,"yes","no","unknown",23,"may",219,4,-1,0,"unknown","no"
28,"self-employed","single","tertiary","no",442,"no","no","cellular",19,"jun",474,3,95,3,"other","yes"
35,"blue-collar","married","secondary","no",260,"yes","no","telephone",13,"may",155,6,-1,0,"unknown","no"
70,"retired","divorced","primary","no",482,"no","no","telephone",14,"jan",372,1,196,2,"success","yes"
30,"blue-collar","single","secondary","no",196,"yes","no","unknown",29,"may",91,7,-1,0,"unknown","no"
40,"housemaid","married","primary","no",118,"yes","no","cellular",5,"feb",162,2,-1,0,"unknown","no"
41,"blue-collar","married","primary","no",7735,"yes","no","unknown",14,"may",240,1,-1,0,"unknown","no"
42,"blue-collar","married","primary","yes",398,"yes","no","unknown",16,"may",251,4,-1,0,"unknown","no"
49,"management","married","tertiary","no",-151,"yes","no","unknown",29,"may",119,2,-1,0,"unknown","no"
33,"blue-collar","single","secondary","no",550,"yes","no","unknown",9,"may",84,1,-1,0,"unknown","no"
61,"management","single","tertiary","no",2,"no","no","cellular",12,"aug",131,1,114,3,"failure","yes"
42,"technician","married","unknown","no",906,"yes","no","cellular",5,"feb",434,2,-1,0,"unknown","no"
34,"management","divorced","tertiary","no",36,"no","no","telephone",29,"aug",77,7,-1,0,"unknown","no"
42,"admin.","single","tertiary","no",473,"yes","no","cellular",6,"apr",494,1,-1,0,"unknown","no"
53,"retired","married","secondary","no",136,"no","no","unknown",16,"jun",254,1,-1,0,"unknown","no"
28,"technician","single","tertiary","no",-123,"no","yes","cellular",23,"jul",690,1,-1,0,"unknown","yes"
36,"blue-collar","married","primary","no",0,"yes","no","unknown",6,"jun",246,4,-1,0,"unknown","no"
46,"self-employed","married","tertiary","no",2303,"yes","no","unknown",7,"may",241,1,-1,0,"unknown","no"
50,"services","married","unknown","no",37,"no","no","cellular",5,"aug",307,4,-1,0,"unknown","no"
37,"technician","married","secondary","no",729,"no","no","cellular",28,"aug",156,8,-1,0,"unknown","no"
50,"blue-collar","married","secondary","no",-731,"yes","no","cellular",15,"jul",401,4,-1,0,"unknown","no"
25,"management","single","tertiary","no",115,"no","yes","unknown",4,"jul",60,1,-1,0,"unknown","no"
47,"entrepreneur","married","unknown","no",1179,"yes","yes","cellular",31,"jul",21,2,-1,0,"unknown","no"
46,"services","married","primary","no",437,"yes","no","cellular",13,"may",546,3,-1,0,"unknown","yes"
79,"retired","married","primary","no",3481,"no","no","telephone",17,"apr",82,4,-1,0,"unknown","no"
37,"blue-collar","married","primary","no",3574,"yes","no","cellular",19,"nov",178,1,170,2,"failure","no"
42,"management","married","secondary","no",1079,"no","no","cellular",19,"aug",117,6,-1,0,"unknown","no"
28,"technician","single","tertiary","no",1050,"yes","no","unknown",26,"may",293,1,-1,0,"unknown","no"
32,"student","single","secondary","no",14,"no","no","cellular",19,"aug",144,3,136,1,"other","no"
32,"blue-collar","married","secondary","no",489,"yes","no","unknown",20,"may",212,1,-1,0,"unknown","no"
30,"technician","single","tertiary","no",-241,"yes","no","unknown",28,"may",147,1,-1,0,"unknown","no"
45,"technician","married","secondary","no",0,"no","no","cellular",8,"may",166,1,340,1,"failure","no"
32,"services","married","secondary","no",1167,"yes","yes","telephone",16,"apr",668,3,147,1,"failure","no"
38,"technician","married","secondary","no",525,"yes","yes","telephone",18,"may",15,7,178,1,"other","no"
48,"management","married","primary","no",427,"no","no","cellular",17,"nov",62,1,-1,0,"unknown","no"
47,"admin.","married","secondary","no",1195,"no","no","unknown",19,"jun",451,1,-1,0,"unknown","no"
25,"unemployed","single","secondary","no",771,"no","no","cellular",5,"mar",86,1,-1,0,"unknown","no"
44,"blue-collar","married","primary","no",3433,"yes","no","unknown",2,"jun",548,8,-1,0,"unknown","no"
52,"blue-collar","single","primary","no",1837,"yes","no","cellular",21,"nov",217,1,-1,0,"unknown","no"
31,"management","single","tertiary","no",18,"no","no","cellular",8,"aug",82,2,-1,0,"unknown","no"
52,"management","married","tertiary","no",2549,"yes","no","cellular",5,"may",604,1,-1,0,"unknown","no"
36,"management","single","tertiary","no",243,"yes","no","cellular",7,"may",160,2,360,3,"failure","no"
58,"retired","married","secondary","no",1172,"no","no","cellular",31,"jul",86,1,-1,0,"unknown","no"
52,"services","divorced","primary","no",130,"yes","no","unknown",29,"may",103,2,-1,0,"unknown","no"
56,"retired","divorced","tertiary","no",2774,"no","no","unknown",6,"jun",1288,3,-1,0,"unknown","no"
57,"blue-collar","single","primary","no",3495,"no","yes","cellular",19,"nov",362,3,-1,0,"unknown","no"
34,"management","married","tertiary","no",5195,"no","no","cellular",21,"nov",25,3,-1,0,"unknown","no"
36,"blue-collar","married","primary","no",8135,"yes","no","unknown",20,"may",522,1,-1,0,"unknown","no"
51,"services","married","secondary","no",325,"yes","no","unknown",20,"jun",123,4,-1,0,"unknown","no"
34,"management","married","tertiary","no",0,"no","no","cellular",11,"aug",331,2,-1,0,"unknown","no"
36,"blue-collar","married","primary","no",214,"no","no","unknown",17,"jun",423,1,-1,0,"unknown","no"
31,"technician","single","secondary","no",475,"no","no","cellular",7,"jul",226,1,-1,0,"unknown","no"
49,"admin.","married","secondary","no",272,"no","yes","telephone",25,"aug",146,18,-1,0,"unknown","no"
44,"management","divorced","tertiary","no",36,"no","no","cellular",26,"oct",127,2,153,3,"failure","no"
32,"admin.","single","tertiary","no",291,"no","no","telephone",28,"jan",223,6,275,5,"other","no"
24,"blue-collar","single","secondary","no",0,"yes","no","unknown",19,"may",202,1,-1,0,"unknown","no"
35,"blue-collar","single","secondary","no",341,"no","yes","cellular",4,"feb",348,2,-1,0,"unknown","no"
43,"admin.","married","secondary","no",0,"no","no","cellular",31,"jul",408,8,-1,0,"unknown","no"
59,"unemployed","married","secondary","no",1047,"no","no","cellular",18,"feb",83,3,-1,0,"unknown","yes"
29,"technician","single","secondary","no",401,"yes","no","cellular",5,"feb",127,2,-1,0,"unknown","no"
50,"blue-collar","divorced","secondary","no",203,"yes","no","telephone",19,"nov",265,1,127,4,"other","no"
44,"services","married","secondary","no",4786,"yes","yes","cellular",12,"may",267,1,-1,0,"unknown","no"
44,"management","married","unknown","no",282,"no","no","cellular",9,"mar",700,2,154,3,"success","yes"
57,"admin.","married","primary","no",1119,"no","no","cellular",30,"apr",176,2,-1,0,"unknown","no"
32,"blue-collar","married","primary","no",2114,"yes","no","telephone",17,"apr",40,1,-1,0,"unknown","no"
58,"management","married","tertiary","no",0,"no","no","cellular",30,"jul",120,2,-1,0,"unknown","no"
49,"admin.","divorced","secondary","no",6512,"no","no","cellular",21,"nov",93,2,-1,0,"unknown","no"
30,"technician","single","secondary","no",58,"yes","no","cellular",8,"aug",116,2,-1,0,"unknown","no"
34,"blue-collar","married","secondary","no",398,"yes","no","cellular",3,"jun",161,2,-1,0,"unknown","no"
36,"management","married","tertiary","no",64,"no","no","cellular",16,"jul",130,1,-1,0,"unknown","no"
38,"services","married","secondary","no",-448,"yes","no","cellular",21,"jul",929,15,-1,0,"unknown","no"
38,"blue-collar","single","secondary","no",711,"yes","no","cellular",24,"feb",254,5,140,1,"other","no"
57,"blue-collar","married","primary","no",12048,"yes","no","cellular",15,"apr",103,2,-1,0,"unknown","no"
24,"admin.","single","secondary","no",1295,"no","no","cellular",22,"jul",355,2,92,1,"success","yes"
51,"technician","single","secondary","no",8538,"yes","no","cellular",11,"aug",126,2,-1,0,"unknown","no"
37,"technician","single","tertiary","no",6889,"yes","no","cellular",17,"apr",108,2,147,1,"failure","no"
58,"management","married","tertiary","no",1602,"no","no","cellular",21,"nov",1032,10,115,3,"failure","no"
31,"technician","single","secondary","no",105,"no","no","cellular",25,"aug",87,4,-1,0,"unknown","no"
43,"management","single","secondary","no",1029,"yes","no","unknown",2,"jun",145,1,-1,0,"unknown","no"
42,"blue-collar","married","primary","no",46,"yes","no","unknown",17,"jun",130,6,-1,0,"unknown","no"
46,"blue-collar","married","primary","no",-271,"yes","no","cellular",25,"jul",65,2,-1,0,"unknown","no"
39,"management","married","tertiary","no",1836,"no","no","cellular",6,"aug",902,3,-1,0,"unknown","yes"
47,"services","married","secondary","no",-835,"yes","yes","unknown",25,"jun",231,1,-1,0,"unknown","no"
32,"blue-collar","single","secondary","no",1067,"yes","no","unknown",21,"may",39,2,-1,0,"unknown","no"
42,"unemployed","divorced","secondary","no",325,"yes","no","unknown",28,"may",97,4,-1,0,"unknown","no"
43,"management","married","tertiary","no",2616,"yes","no","cellular",14,"aug",301,5,-1,0,"unknown","no"
30,"blue-collar","married","primary","no",135,"yes","no","telephone",17,"jul",268,5,-1,0,"unknown","no"
51,"entrepreneur","married","secondary","no",934,"yes","yes","cellular",14,"may",164,3,-1,0,"unknown","no"
47,"blue-collar","married","secondary","no",4840,"no","no","unknown",16,"jun",53,1,-1,0,"unknown","no"
31,"housemaid","single","tertiary","no",287,"yes","no","cellular",19,"nov",182,1,-1,0,"unknown","no"
59,"management","married","tertiary","no",98417,"no","no","telephone",20,"nov",145,5,-1,0,"unknown","no"
37,"management","married","tertiary","no",-113,"yes","no","unknown",29,"may",219,3,-1,0,"unknown","no"
56,"housemaid","divorced","secondary","no",977,"no","no","cellular",7,"jul",1200,1,-1,0,"unknown","no"
53,"retired","divorced","secondary","no",84,"no","no","cellular",23,"jul",336,1,-1,0,"unknown","no"
28,"admin.","married","secondary","no",1428,"yes","no","cellular",16,"apr",495,1,-1,0,"unknown","no"
43,"housemaid","married","primary","no",1342,"yes","yes","unknown",9,"may",46,2,-1,0,"unknown","no"
53,"admin.","married","primary","no",228,"yes","no","unknown",16,"may",97,1,-1,0,"unknown","no"
45,"blue-collar","married","secondary","no",4855,"yes","no","cellular",9,"jul",285,1,-1,0,"unknown","no"
59,"entrepreneur","divorced","secondary","no",0,"no","yes","cellular",28,"jul",206,10,-1,0,"unknown","no"
46,"entrepreneur","married","secondary","no",245,"yes","no","cellular",8,"may",78,1,359,3,"failure","no"
33,"blue-collar","married","secondary","no",-409,"yes","no","unknown",3,"jun",235,3,-1,0,"unknown","no"
47,"technician","married","secondary","no",-149,"no","yes","unknown",3,"jul",504,1,-1,0,"unknown","no"
29,"technician","single","secondary","no",-522,"yes","yes","cellular",23,"jul",89,6,-1,0,"unknown","no"
36,"self-employed","single","tertiary","no",2000,"no","no","unknown",6,"jun",94,1,-1,0,"unknown","no"
33,"management","married","tertiary","no",4149,"no","yes","cellular",18,"jul",159,2,-1,0,"unknown","no"
45,"blue-collar","married","primary","no",1251,"no","yes","cellular",21,"aug",126,4,-1,0,"unknown","no"
26,"blue-collar","single","secondary","no",384,"yes","no","cellular",18,"may",16,1,364,2,"other","no"
53,"admin.","married","secondary","no",2851,"no","yes","telephone",1,"jun",89,1,119,1,"failure","no"
40,"retired","divorced","primary","no",919,"yes","no","cellular",14,"may",103,2,-1,0,"unknown","no"
48,"blue-collar","single","primary","no",185,"yes","no","cellular",17,"apr",193,1,-1,0,"unknown","no"
30,"self-employed","single","tertiary","no",800,"no","no","unknown",6,"may",95,2,-1,0,"unknown","no"
52,"technician","married","secondary","no",272,"no","yes","cellular",17,"jul",53,1,-1,0,"unknown","no"
46,"blue-collar","married","secondary","no",0,"yes","no","unknown",5,"jun",83,2,-1,0,"unknown","no"
63,"retired","married","secondary","no",1495,"no","no","cellular",16,"nov",138,1,22,5,"success","no"
31,"technician","single","secondary","no",5,"no","no","cellular",22,"aug",121,2,-1,0,"unknown","no"
49,"technician","married","secondary","no",2344,"yes","no","unknown",30,"may",371,2,-1,0,"unknown","no"
43,"unemployed","married","secondary","no",775,"no","no","cellular",14,"aug",98,1,106,1,"failure","no"
61,"management","married","tertiary","no",0,"yes","yes","cellular",7,"dec",85,2,-1,0,"unknown","no"
40,"blue-collar","married","primary","yes",-23,"no","yes","cellular",7,"jul",756,3,-1,0,"unknown","no"
52,"technician","married","tertiary","no",1405,"yes","yes","unknown",30,"may",255,1,-1,0,"unknown","no"
31,"technician","single","tertiary","no",614,"no","no","cellular",11,"aug",72,4,-1,0,"unknown","no"
83,"retired","divorced","primary","no",1097,"no","no","telephone",5,"mar",181,1,-1,0,"unknown","yes"
37,"admin.","single","secondary","no",810,"yes","no","cellular",8,"apr",376,1,295,1,"failure","no"
40,"services","married","secondary","no",-378,"yes","yes","cellular",13,"may",541,1,295,6,"failure","no"
51,"housemaid","married","primary","no",108,"no","no","unknown",16,"jun",278,2,-1,0,"unknown","no"
40,"blue-collar","married","primary","no",-335,"yes","no","unknown",27,"may",260,1,-1,0,"unknown","no"
35,"management","married","tertiary","no",131,"yes","no","cellular",19,"nov",248,1,-1,0,"unknown","no"
30,"management","married","tertiary","no",69,"yes","no","unknown",6,"jul",42,1,-1,0,"unknown","no"
59,"management","married","tertiary","no",4152,"yes","no","cellular",1,"oct",67,6,141,13,"failure","no"
56,"retired","married","primary","no",1947,"no","no","cellular",2,"mar",225,2,123,5,"failure","yes"
33,"management","married","tertiary","no",584,"yes","no","cellular",7,"aug",269,3,-1,0,"unknown","no"
43,"management","divorced","tertiary","no",666,"no","no","cellular",13,"aug",160,3,-1,0,"unknown","no"
22,"student","single","tertiary","no",691,"no","no","cellular",19,"aug",338,1,-1,0,"unknown","yes"
48,"technician","married","secondary","no",0,"no","no","cellular",28,"jan",142,1,-1,0,"unknown","no"
57,"blue-collar","married","secondary","no",668,"no","no","telephone",17,"nov",508,4,-1,0,"unknown","no"
33,"management","single","tertiary","no",307,"no","no","cellular",23,"jul",113,6,179,4,"failure","no"
36,"management","married","tertiary","no",2660,"no","no","cellular",6,"aug",252,2,-1,0,"unknown","no"
38,"management","married","tertiary","no",413,"no","no","cellular",13,"apr",240,1,179,2,"failure","yes"
46,"management","single","tertiary","no",6651,"no","no","cellular",23,"mar",233,1,-1,0,"unknown","no"
39,"blue-collar","divorced","primary","yes",-294,"yes","no","unknown",5,"jun",181,2,-1,0,"unknown","no"
32,"management","single","tertiary","no",1613,"no","no","cellular",30,"mar",253,2,129,5,"failure","no"
44,"technician","single","secondary","no",27,"no","no","unknown",1,"jul",723,2,-1,0,"unknown","no"
42,"technician","married","secondary","no",69,"yes","yes","cellular",17,"nov",55,1,-1,0,"unknown","no"
43,"blue-collar","married","primary","no",479,"yes","no","cellular",14,"may",293,2,370,2,"failure","no"
50,"blue-collar","married","primary","no",61,"yes","no","unknown",5,"may",621,3,-1,0,"unknown","no"
35,"unemployed","married","secondary","no",194,"yes","no","cellular",12,"may",192,3,-1,0,"unknown","no"
32,"services","divorced","secondary","no",1156,"yes","no","cellular",19,"nov",81,1,182,1,"failure","no"
40,"blue-collar","married","secondary","no",750,"yes","yes","cellular",16,"apr",340,1,281,1,"failure","no"
27,"unemployed","single","secondary","no",268,"yes","no","cellular",5,"may",188,1,-1,0,"unknown","no"
28,"services","single","secondary","no",348,"yes","no","unknown",21,"may",86,2,-1,0,"unknown","no"
33,"management","married","tertiary","no",1585,"no","no","cellular",8,"aug",183,2,-1,0,"unknown","no"
31,"services","married","secondary","no",-346,"no","no","unknown",9,"may",187,1,-1,0,"unknown","no"
52,"entrepreneur","married","tertiary","no",1115,"yes","no","cellular",20,"nov",69,1,164,2,"failure","no"
37,"housemaid","married","tertiary","no",0,"yes","no","cellular",21,"jul",97,2,-1,0,"unknown","no"
59,"retired","divorced","tertiary","no",1197,"yes","no","unknown",9,"jun",329,4,-1,0,"unknown","no"
